Id,Country,Name,Latitude,Longitude,Status,National_C,CTRY,MCA,UNLocode
3259,"GBR","Beadnell","55.550128999999998","-1.626849000000000","UNECE/ERS",,,,
3260,"GBR","Beaulieu","50.810597000000001","-1.437606000000000","UNECE/ERS",,,,
3261,"GBR","Beaumaris","53.261082999999999","-4.090174000000000","UNECE/ERS",,,,
3263,"GBR","Bembridge","50.693196000000000","-1.093860000000000","UNECE/ERS",,,,
3264,"GBR","Berry Head","50.400823000000003","-3.487104000000000","UNECE/ERS",,,,
3265,"GBR","Bexhill","50.835954999999998","0.462148000000000","UNECE/ERS",,,,
3268,"GBR","Birkdale","53.640103000000003","-3.029474000000000","UNECE/ERS",,,,
3270,"GBR","Blackness","56.004438000000000","-3.522094000000000","UNECE/ERS",,,,
3271,"GBR","Blackpool","53.818938000000003","-3.060123000000000","UNECE/ERS",,,,
3272,"GBR","Blakeney","52.956277999999998","1.017418000000000","UNECE/ERS",,,,
3273,"GBR","Boddam","57.474702999999998","-1.775531000000000","UNECE/ERS",,,,
3274,"GBR","Bo'ness","56.020096000000002","-3.606912000000000","UNECE/ERS",,,,
3275,"GBR","Borth-y-Gest","52.915577999999996","-4.135167000000000","UNECE/ERS",,,,
3276,"GBR","Boscastle","50.692207000000003","-4.698915000000000","UNECE/ERS",,,,
3277,"GBR","Botley","50.904784999999997","-1.263136000000000","UNECE/ERS",,,,
3278,"GBR","Boulmer","55.420456999999999","-1.580946000000000","UNECE/ERS",,,,
3279,"GBR","Bournemouth","50.713996000000002","-1.874648000000000","UNECE/ERS",,,,
3281,"GBR","Bracadale","57.355814000000002","-6.406561000000000","UNECE/ERS",,,,
3283,"GBR","Braevig","56.959952999999999","-7.441118000000000","UNECE/ERS",,,,
3284,"GBR","Brancaster Staithe","52.968069000000000","0.668516000000000","UNECE/ERS",,,,
3285,"GBR","Breasclete","58.216037999999998","-6.756615000000000","UNECE/ERS",,,,
3289,"GBR","Broadstairs","51.358302999999999","1.445065000000000","UNECE/ERS",,,,
3290,"GBR","Brodick, Isle of Arran","55.577320000000000","-5.138252000000000","UNECE/ERS",,,,
3292,"GBR","Brora","58.010534000000000","-3.847980000000000","UNECE/ERS",,,,
3293,"GBR","Brough","58.646779960000003","-3.343954916000000","UNECE/ERS",,,,
3295,"GBR","Bruray, Out Skerries","60.422701000000004","-0.751889000000000","UNECE/ERS",,,,
3297,"GBR","Bude","50.828180000000003","-4.548962000000000","UNECE/ERS",,,,
3298,"GBR","Budleigh Salterton","50.629033000000000","-3.321006000000000","UNECE/ERS",,,,
3300,"GBR","Burnmouth","55.842626000000003","-2.067321000000000","UNECE/ERS",,,,
3302,"GBR","Burravoe","60.497509999999998","-1.042694000000000","UNECE/ERS",,,,
3303,"GBR","Burray","58.842922000000002","-2.916013000000000","UNECE/ERS",,,,
