,imo,mmsi,callsign,latitude,longitude,vessel_name,vessel_type,source,dt_pos_utc,sog,cog,heading,H3_int_index_8
156,9706592,247388800.0,IBTI,42.25833333,9.755,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:29:29,17.0,175.0,0.0,613029650934792191
59,9706592,247388800.0,IBTI,42.245,9.75666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:32:28,17.0,175.0,0.0,613029650865586175
60,9706592,247388800.0,IBTI,42.23166667,9.75833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:35:35,17.0,176.0,0.0,613029650861391871
230,9706592,247388800.0,IBTI,42.2217,9.75858333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 15:37:28,16.7,176.0,173.0,613029650901237759
190,9706592,247388800.0,IBTI,42.20333333,9.75666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:41:33,17.0,190.0,0.0,613029650400018431
61,9706592,247388800.0,IBTI,42.19,9.755,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:44:31,17.0,189.0,0.0,613029650391629823
15,9706592,247388800.0,IBTI,42.14833333,9.74333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 15:53:33,17.0,191.0,0.0,613029652826423295
231,9706592,247388800.0,IBTI,42.065,9.72166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:11:38,17.0,191.0,0.0,613029652245512191
157,9706592,247388800.0,IBTI,42.03666667,9.71333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:17:37,17.0,191.0,0.0,613029652488781823
269,9706592,247388800.0,IBTI,42.02333333,9.71,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:20:43,17.0,191.0,0.0,613029652528627711
271,9706592,247388800.0,IBTI,41.98166667,9.7,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:29:41,17.0,191.0,0.0,613029668989173759
62,9706592,247388800.0,IBTI,41.97608333,9.69795,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 16:30:41,17.1,191.4,190.0,613029668980785151
63,9706592,247388800.0,IBTI,41.96666667,9.695,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:32:39,17.0,191.0,0.0,613029669018533887
270,9706592,247388800.0,IBTI,41.94,9.68833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:38:40,17.0,191.0,0.0,613029668322279423
192,9706592,247388800.0,IBTI,41.92581667,9.68443333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 16:41:28,17.2,191.8,190.0,613029668366319615
193,9706592,247388800.0,IBTI,41.89666667,9.67666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 16:47:40,17.0,193.0,0.0,613029668796235775
194,9706592,247388800.0,IBTI,41.8192,9.65233333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 17:04:28,17.0,193.2,191.0,613029623053156351
158,9706592,247388800.0,IBTI,41.75708333,9.63331667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 17:17:58,16.9,193.1,191.0,613029670622855167
189,9706592,247388800.0,IBTI,41.70333333,9.61666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 17:29:46,17.0,193.0,0.0,613029639138312191
117,9706592,247388800.0,IBTI,41.64833333,9.601,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 17:41:41,17.0,192.5,191.0,613029638584664063
13,9706592,247388800.0,IBTI,41.63775,9.59785,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 17:43:59,17.0,192.8,191.0,613029638588858367
14,9706592,247388800.0,IBTI,41.635,9.59666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 17:44:47,17.0,193.0,0.0,613029638580469759
228,9706592,247388800.0,IBTI,41.58876667,9.58288333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 17:54:35,17.1,192.7,191.0,613029633499070463
188,9706592,247388800.0,IBTI,41.54056667,9.56866667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 18:04:59,16.9,193.0,191.0,613029632939130879
84,9706592,247388800.0,IBTI,41.53666667,9.56833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:05:56,17.0,193.0,0.0,613029632939130879
11,9706592,247388800.0,IBTI,41.51,9.55833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:11:52,17.0,193.0,0.0,613029632978976767
58,9706592,247388800.0,IBTI,41.46833333,9.54666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:20:53,17.0,193.0,0.0,613029633199177727
155,9706592,247388800.0,IBTI,41.45333333,9.54166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:23:57,17.0,193.0,0.0,613029633194983423
267,9706592,247388800.0,IBTI,41.4261,9.54965,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 18:30:05,16.7,154.6,152.0,613029635698982911
229,9706592,247388800.0,IBTI,41.42356667,9.55123333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 18:30:41,16.8,154.6,152.0,613029635690594303
268,9706592,247388800.0,IBTI,41.39,9.57333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:38:58,17.0,154.0,0.0,613029635747217407
12,9706592,247388800.0,IBTI,41.37501667,9.58266667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-01 18:42:16,16.7,153.9,152.0,613029635241803775
116,9706592,247388800.0,IBTI,41.35166667,9.59833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:47:58,17.0,154.0,0.0,613029635214540799
111,9706592,247388800.0,IBTI,41.34,9.60666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:50:57,17.0,153.0,0.0,613027533262159871
49,9706592,247388800.0,IBTI,41.32666667,9.615,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:54:01,17.0,153.0,0.0,613027533253771263
5,9706592,247388800.0,IBTI,41.315,9.62333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 18:57:01,17.0,153.0,0.0,613027533195051007
153,9706592,247388800.0,IBTI,41.30333333,9.63166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:00:01,17.0,154.0,0.0,613027533192953855
110,9706592,247388800.0,IBTI,41.25333333,9.665,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:12:04,17.0,152.0,0.0,613027532846923775
222,9706592,247388800.0,IBTI,41.24,9.67333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:15:01,17.0,152.0,0.0,613027532878381055
81,9706592,247388800.0,IBTI,41.22833333,9.68333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:18:01,17.0,152.0,0.0,613027532771426303
185,9706592,247388800.0,IBTI,41.21666667,9.69166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:21:05,17.0,151.0,0.0,613027532802883583
48,9706592,247388800.0,IBTI,41.20333333,9.7,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:24:05,17.0,152.0,0.0,613027528942026751
220,9706592,247388800.0,IBTI,41.17833333,9.71833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:30:04,17.0,151.0,0.0,613027528874917887
109,9706592,247388800.0,IBTI,41.13,9.75333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:42:06,17.0,152.0,0.0,613027528367407103
46,9706592,247388800.0,IBTI,41.10333333,9.77166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:48:08,17.0,152.0,0.0,613027528577122303
3,9706592,247388800.0,IBTI,41.06666667,9.79666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 19:57:09,17.0,152.0,0.0,613027528759574527
221,9706592,247388800.0,IBTI,41.05333333,9.80666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:00:09,17.0,151.0,0.0,613027532196806655
47,9706592,247388800.0,IBTI,41.02833333,9.82333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:06:11,17.0,153.0,0.0,613027532135989247
4,9706592,247388800.0,IBTI,41.01666667,9.83166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:09:12,17.0,153.0,0.0,613027531626381311
262,9706592,247388800.0,IBTI,40.99166667,9.84833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:15:11,17.0,154.0,0.0,613027531563466751
184,9706592,247388800.0,IBTI,40.98,9.85666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:18:12,17.0,153.0,0.0,613027531622187007
80,9706592,247388800.0,IBTI,40.96666667,9.865,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:21:16,17.0,154.0,0.0,613027532039520255
152,9706592,247388800.0,IBTI,40.955,9.87333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:24:16,17.0,154.0,0.0,613027532031131647
45,9706592,247388800.0,IBTI,40.92833333,9.88166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:30:18,17.0,178.0,0.0,613027532024840191
79,9706592,247388800.0,IBTI,40.9,9.88166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:36:16,17.0,179.0,0.0,613027500219432959
219,9706592,247388800.0,IBTI,40.84333333,9.88333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 20:48:28,17.0,178.0,0.0,613027499695144959
151,9706592,247388800.0,IBTI,40.76,9.88666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:06:24,17.0,179.0,0.0,613027494567608319
218,9706592,247388800.0,IBTI,40.73333333,9.88833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:12:23,17.0,179.0,0.0,613027493988794367
183,9706592,247388800.0,IBTI,40.71833333,9.88833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:15:23,16.0,178.0,0.0,613027493984600063
42,9706592,247388800.0,IBTI,40.67833333,9.89,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:24:25,16.0,179.0,0.0,613027494454362111
217,9706592,247388800.0,IBTI,40.63666667,9.89,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:33:26,16.0,180.0,0.0,613027494420807679
44,9706592,247388800.0,IBTI,40.61,9.89166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:39:32,16.0,179.0,0.0,613027498105503743
2,9706592,247388800.0,IBTI,40.59666667,9.89166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:42:33,16.0,180.0,0.0,613027498111795199
43,9706592,247388800.0,IBTI,40.56833333,9.89166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:48:33,16.0,178.0,0.0,613027496276787199
261,9706592,247388800.0,IBTI,40.555,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:51:28,16.0,178.0,0.0,613027496320827391
260,9706592,247388800.0,IBTI,40.52833333,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 21:57:31,16.0,178.0,0.0,613027249785929727
41,9706592,247388800.0,IBTI,40.47333333,9.89,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:09:34,16.0,184.0,0.0,613027249232281599
259,9706592,,IBTI,40.46,9.88833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:12:32,16.0,184.0,0.0,613027249238573055
216,9706592,,IBTI,40.44666667,9.88666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:15:37,16.0,185.0,0.0,613027249267933183
257,9706592,,IBTI,40.43333333,9.885,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:18:37,16.0,184.0,0.0,613027249211310079
39,9706592,,IBTI,40.40666667,9.88333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:24:39,16.0,183.0,0.0,613027249450385407
149,9706592,,IBTI,40.39333333,9.88166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:27:38,16.0,183.0,0.0,613027249681072127
1,9706592,247388800.0,IBTI,40.38,9.88166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:30:36,16.0,183.0,0.0,613027252076019711
40,9706592,247388800.0,IBTI,40.36666667,9.88,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:33:44,16.0,183.0,0.0,613027252071825407
108,9706592,247388800.0,IBTI,40.35166667,9.88,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:36:39,16.0,184.0,0.0,613027251985842175
258,9706592,247388800.0,IBTI,40.27166667,9.87,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:54:43,16.0,187.0,0.0,613027251493011455
215,9706592,247388800.0,IBTI,40.25833333,9.86833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 22:57:42,16.0,187.0,0.0,613027251742572543
150,9706592,247388800.0,IBTI,40.245,9.86666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:00:44,16.0,188.0,0.0,613027251738378239
255,9706592,247388800.0,IBTI,40.23166667,9.86333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:03:44,16.0,187.0,0.0,613027251767738367
148,9706592,247388800.0,IBTI,40.21833333,9.86166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:06:44,16.0,187.0,0.0,613027247915270143
256,9706592,247388800.0,IBTI,40.20666667,9.86,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:09:45,15.0,186.0,0.0,613027247911075839
0,9706592,247388800.0,IBTI,40.16833333,9.85666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:18:45,15.0,184.0,0.0,613027247858647039
105,9706592,247388800.0,IBTI,40.14333333,9.85333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:24:47,16.0,184.0,0.0,613027247357427711
78,9706592,247388800.0,IBTI,40.13,9.85333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:27:47,16.0,184.0,0.0,613027247388884991
658,9706592,247388800.0,IBTI,40.11666667,9.85166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:30:45,16.0,184.0,0.0,613027247332261887
37,9706592,247388800.0,IBTI,40.09,9.84833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:36:49,16.0,184.0,0.0,613027263677464575
106,9706592,247388800.0,IBTI,40.06166667,9.84666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:42:50,16.0,185.0,0.0,613027263216091135
107,9706592,247388800.0,IBTI,40.035,9.84333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:48:49,16.0,185.0,0.0,613027263123816447
657,9706592,247388800.0,IBTI,40.02166667,9.84166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:51:53,16.0,186.0,0.0,613027263130107903
656,9706592,247388800.0,IBTI,40.00833333,9.84,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:54:53,16.0,185.0,0.0,613027263159468031
38,9706592,247388800.0,IBTI,39.995,9.83833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-01 23:57:51,16.0,186.0,0.0,613027263606161407
411,9706592,247388800.0,IBTI,39.96833333,9.835,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:03:58,16.0,186.0,0.0,613027263627132927
707,9706592,247388800.0,IBTI,39.95333333,9.83333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:06:55,16.0,185.0,0.0,613027266028371967
345,9706592,247388800.0,IBTI,39.92666667,9.83,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:12:58,16.0,185.0,0.0,613027265963360255
413,9706592,247388800.0,IBTI,39.88666667,9.825,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:21:55,17.0,186.0,0.0,613027265474723839
412,9706592,247388800.0,IBTI,39.87166667,9.82333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:24:59,17.0,186.0,0.0,613027265405517823
708,9706592,247388800.0,IBTI,39.85833333,9.82166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:28:01,17.0,186.0,0.0,613027265449558015
414,9706592,247388800.0,IBTI,39.845,9.82,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:30:58,17.0,186.0,0.0,613027265445363711
410,9706592,247388800.0,IBTI,39.83,9.81666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:33:58,17.0,186.0,0.0,613027265692827647
487,9706592,247388800.0,IBTI,39.81666667,9.815,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:36:58,17.0,185.0,0.0,613027233704968191
461,9706592,247388800.0,IBTI,39.775,9.81166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:45:59,17.0,186.0,0.0,613027233893711871
462,9706592,247388800.0,IBTI,39.76166667,9.80833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:49:00,17.0,188.0,0.0,613027233923071999
706,9706592,247388800.0,IBTI,39.74666667,9.80666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:52:03,17.0,188.0,0.0,613027233918877695
486,9706592,247388800.0,IBTI,39.72,9.80166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 00:58:03,17.0,188.0,0.0,613027233400881151
343,9706592,247388800.0,IBTI,39.705,9.8,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:01:03,17.0,187.0,0.0,613027233331675135
409,9706592,247388800.0,IBTI,39.69166667,9.79833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:04:03,17.0,186.0,0.0,613027233361035263
660,9706592,247388800.0,IBTI,39.67833333,9.795,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:07:11,17.0,187.0,0.0,613027228254470143
459,9706592,247388800.0,IBTI,39.65,9.79166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:13:06,17.0,187.0,0.0,613027228466282495
408,9706592,247388800.0,IBTI,39.58,9.78,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:28:05,17.0,187.0,0.0,613027228168486911
295,9706592,247388800.0,IBTI,39.56666667,9.77666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:31:07,17.0,188.0,0.0,613027228164292607
460,9706592,247388800.0,IBTI,39.55166667,9.775,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:34:10,17.0,187.0,0.0,613027228195749887
661,9706592,247388800.0,IBTI,39.53833333,9.77166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:37:07,17.0,187.0,0.0,613027228139126783
298,9706592,247388800.0,IBTI,39.52333333,9.77,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:40:10,17.0,187.0,0.0,613027230534074367
485,9706592,247388800.0,IBTI,39.51,9.76833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:43:09,17.0,186.0,0.0,613027230525685759
297,9706592,247388800.0,IBTI,39.49666667,9.76666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:46:12,17.0,186.0,0.0,613027230569725951
385,9706592,247388800.0,IBTI,39.45333333,9.76,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:55:14,17.0,187.0,0.0,613027229972037631
466,9706592,247388800.0,IBTI,39.44,9.75833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 01:58:13,17.0,187.0,0.0,613027230016077823
467,9706592,247388800.0,IBTI,39.41166667,9.755,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:04:17,17.0,187.0,0.0,613027395810623487
709,9706592,247388800.0,IBTI,39.39833333,9.75166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:07:11,17.0,187.0,0.0,613027395839983615
668,9706592,247388800.0,IBTI,39.385,9.75,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:10:13,17.0,186.0,0.0,613027395835789311
670,9706592,247388800.0,IBTI,39.35666667,9.74666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:16:14,17.0,185.0,0.0,613027396028727295
669,9706592,247388800.0,IBTI,39.315,9.74166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:25:15,17.0,186.0,0.0,613027395540090879
309,9706592,247388800.0,IBTI,39.30166667,9.74,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:28:18,17.0,186.0,0.0,613027395535896575
713,9706592,247388800.0,IBTI,39.28666667,9.73833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:31:23,17.0,186.0,0.0,613027395466690559
390,9706592,247388800.0,IBTI,39.27333333,9.735,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:34:20,17.0,186.0,0.0,613027395496050687
310,9706592,247388800.0,IBTI,39.21666667,9.72833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:46:18,17.0,187.0,0.0,613027397433819135
472,9706592,247388800.0,IBTI,39.20333333,9.725,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:49:22,17.0,186.0,0.0,613027397431721983
471,9706592,247388800.0,IBTI,39.18833333,9.72333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:52:21,17.0,187.0,0.0,613027397343641599
491,9706592,247388800.0,IBTI,39.175,9.72166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:55:23,17.0,186.0,0.0,613027397404459007
426,9706592,247388800.0,IBTI,39.16,9.72,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 02:58:25,17.0,186.0,0.0,613027397819695103
424,9706592,247388800.0,IBTI,39.11833333,9.71333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:07:25,17.0,187.0,0.0,613027397851152383
673,9706592,247388800.0,IBTI,39.105,9.70833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:10:26,16.0,208.0,0.0,613027354075201535
306,9706592,247388800.0,IBTI,39.06333333,9.66166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:22:25,17.0,221.0,0.0,613027354026967039
712,9706592,247388800.0,IBTI,39.05166667,9.65,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:25:27,17.0,222.0,0.0,613027353343295487
305,9706592,247388800.0,IBTI,39.04166667,9.63833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:28:27,17.0,222.0,0.0,613027353320226815
307,9706592,247388800.0,IBTI,39.03,9.625,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:31:26,17.0,223.0,0.0,613027353362169855
348,9706592,247388800.0,IBTI,38.99166667,9.57333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:43:33,17.0,235.0,0.0,613027353592856575
299,9706592,247388800.0,IBTI,38.98333333,9.54,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:49:32,16.0,273.0,0.0,613027348580663295
301,9706592,247388800.0,IBTI,38.98666667,9.52166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:52:30,17.0,279.0,0.0,613027352435228671
416,9706592,247388800.0,IBTI,38.99333333,9.48833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 03:58:32,17.0,296.0,0.0,613027352412159999
711,9706592,247388800.0,IBTI,39.0,9.47166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:01:31,17.0,296.0,0.0,613027352485560319
417,9706592,247388800.0,IBTI,39.01333333,9.44,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:07:32,17.0,300.0,0.0,613027352303108095
489,9706592,247388800.0,IBTI,39.02,9.425,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:10:33,17.0,300.0,0.0,613027352250679295
387,9706592,247388800.0,IBTI,39.035,9.39333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:16:34,17.0,301.0,0.0,613027352315691007
346,9706592,247388800.0,IBTI,39.04166667,9.37833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:19:36,17.0,301.0,0.0,613027353066471423
667,9706592,247388800.0,IBTI,39.04833333,9.36333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:22:34,16.0,301.0,0.0,613027353139871743
347,9706592,247388800.0,IBTI,39.06333333,9.33333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:28:36,16.0,300.0,0.0,613027353127288831
422,9706592,247388800.0,IBTI,39.07,9.31833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:31:36,16.0,300.0,0.0,613027384899141631
492,9706592,247388800.0,IBTI,39.08513333,9.28311667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 04:38:28,16.1,299.2,297.0,613027401326133247
715,9706592,247388800.0,IBTI,39.09418333,9.2618,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 04:42:41,16.1,298.6,297.0,613027384787992575
474,9706592,247388800.0,IBTI,39.10638333,9.23288333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 04:48:28,15.7,298.0,297.0,613027384827838463
675,9706592,247388800.0,IBTI,39.10833333,9.22833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:49:36,16.0,298.0,0.0,613027384836227071
427,9706592,247388800.0,IBTI,39.115,9.21333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 04:52:36,16.0,298.0,0.0,613027405015023615
677,9706592,247388800.0,IBTI,39.1281,9.18021667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 04:58:46,17.6,297.6,297.0,613027405002440703
436,9706592,247388800.0,IBTI,39.135,9.165,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:01:42,18.0,297.0,0.0,613027405065355263
678,9706592,247388800.0,IBTI,39.14583333,9.13636667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:06:40,16.3,297.4,297.0,613027404885000191
476,9706592,247388800.0,IBTI,39.15083333,9.12441667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:09:04,14.8,299.9,300.0,613027404943720447
723,9706592,247388800.0,IBTI,39.165,9.11333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:13:40,13.0,337.0,0.0,613027404950011903
483,9706592,247388800.0,IBTI,39.175,9.10833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:16:40,13.0,342.0,0.0,613027405447036927
494,9706592,247388800.0,IBTI,39.18413333,9.1046,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:19:34,11.0,337.3,336.0,613027405455425535
322,9706592,247388800.0,IBTI,39.19666667,9.09166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:25:43,9.0,316.0,0.0,613027405405093887
314,9706592,247388800.0,IBTI,39.20333333,9.08333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:28:44,10.0,316.0,0.0,613027405482688511
716,9706592,247388800.0,IBTI,39.20743333,9.07808333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:31:03,9.8,316.3,316.0,613027405463814143
503,9706592,247388800.0,IBTI,39.215,9.07,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:34:42,8.0,316.0,0.0,613027405472202751
692,9706592,247388800.0,IBTI,39.2162,9.0665,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:36:07,6.7,296.5,295.0,613027405472202751
441,9706592,247388800.0,IBTI,39.21666667,9.06333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:37:44,5.0,302.0,0.0,613027405470105599
693,9706592,247388800.0,IBTI,39.21833333,9.06333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:40:45,2.0,148.0,0.0,613027405470105599
358,9706592,247388800.0,IBTI,39.21766667,9.0638,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:42:25,2.7,118.5,107.0,613027405470105599
