,imo,mmsi,callsign,latitude,longitude,vessel_name,vessel_type,source,dt_pos_utc,sog,cog,heading,H3_int_index_8
324,9706592,247388800.0,IBTI,39.21666667,9.065,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:43:49,4.0,132.0,0.0,613027405470105599
439,9706592,247388800.0,IBTI,39.21,9.075,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:49:47,5.0,132.0,0.0,613027405463814143
676,9706592,247388800.0,IBTI,39.20811667,9.078,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:52:34,2.6,123.3,137.0,613027405463814143
430,9706592,247388800.0,IBTI,39.2081,9.07853333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 05:54:44,0.6,357.1,138.0,613027405463814143
394,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 05:58:50,0.0,229.0,0.0,613027405463814143
686,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:01:50,0.0,201.0,0.0,613027405463814143
499,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:04:55,0.0,247.0,0.0,613027405463814143
720,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:07:51,0.0,72.0,0.0,613027405463814143
497,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:13:55,0.0,93.0,0.0,613027405463814143
397,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:16:58,0.0,309.0,0.0,613027405463814143
691,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:19:56,0.0,223.0,0.0,613027405463814143
721,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:22:54,0.0,72.0,0.0,613027405463814143
434,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:28:56,0.0,206.0,0.0,613027405463814143
315,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:31:56,0.0,134.0,0.0,613027405463814143
682,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:34:56,0.0,22.0,0.0,613027405463814143
495,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 06:37:22,0.0,235.8,134.0,613027405463814143
500,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:37:57,0.0,25.0,0.0,613027405463814143
321,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:40:59,0.0,262.0,0.0,613027405463814143
440,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:43:57,0.0,302.0,0.0,613027405463814143
318,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:49:57,0.0,219.0,0.0,613027405463814143
501,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 06:59:00,0.0,79.0,0.0,613027405463814143
496,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 07:01:22,0.0,309.3,134.0,613027405463814143
684,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:02:00,0.0,150.0,0.0,613027405463814143
481,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:08:00,0.0,207.0,0.0,613027405463814143
438,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:14:01,0.0,32.0,0.0,613027405463814143
392,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 07:16:22,0.0,18.5,134.0,613027405463814143
398,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:26:03,0.0,241.0,0.0,613027405463814143
478,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 07:28:23,0.0,318.2,134.0,613027405463814143
395,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:32:02,0.0,189.0,0.0,613027405463814143
354,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:35:08,0.0,43.0,0.0,613027405463814143
316,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:41:02,0.0,9.0,0.0,613027405463814143
717,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 07:43:22,0.1,224.6,134.0,613027405463814143
396,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 07:59:11,0.0,16.0,0.0,613027405463814143
480,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:02:07,0.0,96.0,0.0,613027405463814143
683,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:11:12,0.0,271.0,0.0,613027405463814143
352,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 08:13:21,0.1,236.0,134.0,613027405463814143
718,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 08:28:21,0.0,209.3,134.0,613027405463814143
437,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:35:15,0.0,322.0,0.0,613027405463814143
477,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 08:40:23,0.1,60.1,134.0,613027405463814143
433,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:44:14,0.0,178.0,0.0,613027405463814143
319,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:47:20,0.0,219.0,0.0,613027405463814143
399,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:50:17,0.0,18.0,0.0,613027405463814143
356,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 08:53:20,0.0,326.0,0.0,613027405463814143
679,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 09:04:22,0.0,321.1,134.0,613027405463814143
353,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 09:16:22,0.0,278.2,134.0,613027405463814143
502,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 09:35:24,0.0,134.0,0.0,613027405463814143
681,9706592,247388800.0,IBTI,39.20855,9.07876667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 09:37:23,0.0,160.2,134.0,613027405463814143
688,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 09:53:27,0.0,214.0,0.0,613027405463814143
431,9706592,247388800.0,IBTI,39.20855,9.07876667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 09:55:24,0.0,248.5,134.0,613027405463814143
393,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:05:32,0.0,30.0,0.0,613027405463814143
323,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:08:37,0.0,183.0,0.0,613027405463814143
432,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 10:10:22,0.0,270.8,134.0,613027405463814143
484,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:14:33,0.0,350.0,0.0,613027405463814143
685,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:17:31,0.0,209.0,0.0,613027405463814143
482,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:20:29,0.0,13.0,0.0,613027405463814143
313,9706592,247388800.0,IBTI,39.20855,9.07876667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 10:28:22,0.0,112.4,134.0,613027405463814143
498,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:32:33,0.0,22.0,0.0,613027405463814143
687,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:41:35,0.0,188.0,0.0,613027405463814143
722,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:50:34,0.0,167.0,0.0,613027405463814143
320,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 10:59:39,0.0,0.0,0.0,613027405463814143
719,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:02:37,0.0,160.0,0.0,613027405463814143
312,9706592,247388800.0,IBTI,39.20855,9.07878333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:10:22,0.0,337.2,133.0,613027405463814143
435,9706592,247388800.0,IBTI,39.20833333,9.07833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:14:37,3.0,159.0,0.0,613027405463814143
428,9706592,247388800.0,IBTI,39.20636667,9.07978333,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:15:45,5.9,141.3,140.0,613027405463814143
429,9706592,247388800.0,IBTI,39.18515,9.10065,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:25:54,11.2,157.8,157.0,613027405415579647
680,9706592,247388800.0,IBTI,39.17271667,9.10571667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:30:07,10.5,181.8,182.0,613027405447036927
689,9706592,247388800.0,IBTI,39.16666667,9.10166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:32:41,12.0,206.0,0.0,613027405451231231
493,9706592,247388800.0,IBTI,39.15803333,9.1067,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:36:03,11.4,115.7,114.0,613027404954206207
690,9706592,247388800.0,IBTI,39.15333333,9.11833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:38:42,15.0,115.0,0.0,613027404941623295
479,9706592,247388800.0,IBTI,39.14706667,9.1338,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 11:41:58,15.8,121.5,121.0,613027404882903039
357,9706592,247388800.0,IBTI,39.14,9.14666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:44:42,17.0,121.0,0.0,613027405071646719
317,9706592,247388800.0,IBTI,39.13333333,9.16166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:47:43,17.0,122.0,0.0,613027405065355263
355,9706592,247388800.0,IBTI,39.12666667,9.17666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:50:45,16.0,124.0,0.0,613027404991954943
475,9706592,247388800.0,IBTI,39.11166667,9.20833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 11:56:46,17.0,119.0,0.0,613027384838324223
351,9706592,247388800.0,IBTI,39.09166667,9.25666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:05:48,17.0,119.0,0.0,613027384787992575
473,9706592,247388800.0,IBTI,39.08898333,9.26131667,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 12:06:40,16.9,118.2,118.0,613027384779603967
311,9706592,247388800.0,IBTI,39.085,9.27166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:08:47,17.0,118.0,0.0,613027384781701119
421,9706592,247388800.0,IBTI,39.06628333,9.3154,ROSA DEI VENTI,Cargo,T-AIS,2021-10-02 12:16:52,17.0,118.5,118.0,613027384899141631
300,9706592,247388800.0,IBTI,39.06196667,9.32561667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:18:58,16.9,118.7,119.0,613027353125191679
388,9706592,247388800.0,IBTI,39.05,9.35166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:23:49,17.0,119.0,0.0,613027353137774591
303,9706592,247388800.0,IBTI,39.04333333,9.36833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:26:51,17.0,119.0,0.0,613027353079054335
418,9706592,247388800.0,IBTI,39.03666667,9.38333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:29:57,17.0,119.0,0.0,613027353068568575
469,9706592,247388800.0,IBTI,39.03,9.4,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:32:57,17.0,119.0,0.0,613027352355536895
710,9706592,247388800.0,IBTI,39.01968333,9.42206667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:37:03,17.2,121.0,119.0,613027352250679295
468,9706592,247388800.0,IBTI,39.00833333,9.44833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:41:53,17.0,119.0,0.0,613027352296816639
389,9706592,247388800.0,IBTI,39.00166667,9.46333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:44:54,17.0,119.0,0.0,613027352483463167
302,9706592,247388800.0,IBTI,38.98333333,9.51166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:53:53,17.0,106.0,0.0,613027352435228671
666,9706592,247388800.0,IBTI,38.98166667,9.54666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 12:59:56,17.0,91.0,0.0,613027353632702463
419,9706592,247388800.0,IBTI,38.995,9.575,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:05:55,17.0,43.0,0.0,613027353592856575
420,9706592,247388800.0,IBTI,39.025,9.61166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:14:54,17.0,46.0,0.0,613027353351684095
304,9706592,247388800.0,IBTI,39.045,9.63666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:20:58,17.0,42.0,0.0,613027353320226815
490,9706592,247388800.0,IBTI,39.06666667,9.66166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:27:00,17.0,41.0,0.0,613027354035355647
470,9706592,247388800.0,IBTI,39.07666667,9.67333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:30:01,17.0,41.0,0.0,613027354033258495
672,9706592,247388800.0,IBTI,39.11,9.705,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:39:00,17.0,16.0,0.0,613027354075201535
674,9706592,247388800.0,IBTI,39.125,9.70833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:42:00,17.0,7.0,0.0,613027397851152383
671,9706592,247388800.0,IBTI,39.15333333,9.71166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:48:01,17.0,6.0,0.0,613027397823889407
391,9706592,247388800.0,IBTI,39.18166667,9.715,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:54:02,17.0,6.0,0.0,613027397347835903
350,9706592,247388800.0,IBTI,39.195,9.71666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 13:57:02,17.0,6.0,0.0,613027397352030207
423,9706592,247388800.0,IBTI,39.21,9.71833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:00:03,17.0,5.0,0.0,613027397438013439
425,9706592,247388800.0,IBTI,39.25,9.72333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:09:04,16.0,5.0,0.0,613027397895192575
349,9706592,247388800.0,IBTI,39.33,9.73333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:27:12,16.0,5.0,0.0,613027396062281727
714,9706592,247388800.0,IBTI,39.37,9.73833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:36:17,16.0,6.0,0.0,613027396083253247
308,9706592,247388800.0,IBTI,39.38166667,9.74,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:39:17,16.0,6.0,0.0,613027396091641855
465,9706592,247388800.0,IBTI,39.42166667,9.74666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:48:14,16.0,6.0,0.0,613027230009786367
662,9706592,247388800.0,IBTI,39.46166667,9.75166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 14:57:17,16.0,7.0,0.0,613027230045437951
705,9706592,247388800.0,IBTI,39.5,9.75666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:06:16,16.0,6.0,0.0,613027230567628799
296,9706592,247388800.0,IBTI,39.51333333,9.75833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:09:15,16.0,6.0,0.0,613027230538268671
386,9706592,247388800.0,IBTI,39.52666667,9.76,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:12:13,16.0,5.0,0.0,613027230599086079
342,9706592,247388800.0,IBTI,39.54,9.76166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:15:16,16.0,6.0,0.0,613027230603280383
659,9706592,247388800.0,IBTI,39.56666667,9.765,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:21:16,16.0,5.0,0.0,613027227977646079
704,9706592,247388800.0,IBTI,39.58,9.76666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:24:23,16.0,5.0,0.0,613027227730182143
341,9706592,247388800.0,IBTI,39.685,9.78166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:48:26,16.0,7.0,0.0,613027228313190399
384,9706592,247388800.0,IBTI,39.69833333,9.78333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 15:51:26,16.0,6.0,0.0,613027228321579007
663,9706592,247388800.0,IBTI,39.765,9.79166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 16:06:26,16.0,6.0,0.0,613027233870643199
463,9706592,247388800.0,IBTI,39.79166667,9.795,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 16:12:27,16.0,6.0,0.0,613027233960820735
415,9706592,247388800.0,IBTI,39.845,9.80333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 16:24:29,16.0,6.0,0.0,613027265443266559
464,9706592,247388800.0,IBTI,39.92166667,9.825,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 16:42:35,16.0,19.0,0.0,613027266001108991
488,9706592,247388800.0,IBTI,39.98833333,9.83666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 16:57:31,16.0,4.0,0.0,613027263597772799
344,9706592,247388800.0,IBTI,40.00461667,9.83743333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:01:01,16.3,4.6,4.0,613027263163662335
665,9706592,247388800.0,IBTI,40.125,9.85666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:27:41,16.0,8.0,0.0,613027247388884991
664,9706592,247388800.0,IBTI,40.13833333,9.85833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:30:40,17.0,7.0,0.0,613027247397273599
373,9706592,247388800.0,IBTI,40.165,9.86333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:36:41,16.0,8.0,0.0,613027247877521407
359,9706592,247388800.0,IBTI,40.18,9.86666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:39:41,16.0,8.0,0.0,613027247881715711
694,9706592,247388800.0,IBTI,40.22,9.87333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:48:42,17.0,8.0,0.0,613027247917367295
361,9706592,247388800.0,IBTI,40.24833333,9.87833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 17:54:44,17.0,7.0,0.0,613027251734183935
375,9706592,247388800.0,IBTI,40.29,9.88333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:03:45,17.0,6.0,0.0,613027251451068415
360,9706592,247388800.0,IBTI,40.33,9.89,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:12:47,16.0,6.0,0.0,613027252034076671
400,9706592,247388800.0,IBTI,40.34333333,9.89166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:15:50,16.0,6.0,0.0,613027252004716543
645,9706592,247388800.0,IBTI,40.35833333,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:18:47,16.0,7.0,0.0,613027252008910847
325,9706592,247388800.0,IBTI,40.385,9.89833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:24:49,16.0,7.0,0.0,613027249674780671
695,9706592,247388800.0,IBTI,40.41166667,9.90166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:30:50,16.0,7.0,0.0,613027249647517695
374,9706592,247388800.0,IBTI,40.425,9.905,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:33:54,16.0,8.0,0.0,613027249200824319
644,9706592,247388800.0,IBTI,40.43833333,9.90666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:36:54,17.0,8.0,0.0,613027249209212927
401,9706592,247388800.0,IBTI,40.46666667,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:42:53,17.0,2.0,0.0,613027249253253119
376,9706592,247388800.0,IBTI,40.48,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:45:54,17.0,2.0,0.0,613027249257447423
326,9706592,247388800.0,IBTI,40.52166667,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:54:53,16.0,357.0,0.0,613027249727209471
696,9706592,247388800.0,IBTI,40.535,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 18:57:56,16.0,359.0,0.0,613027249796415487
379,9706592,247388800.0,IBTI,40.575,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:06:56,16.0,359.0,0.0,613027497547661311
648,9706592,247388800.0,IBTI,40.60166667,9.91166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:12:55,16.0,0.0,0.0,613027498009034751
380,9706592,247388800.0,IBTI,40.615,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:15:58,16.0,0.0,0.0,613027498017423359
330,9706592,247388800.0,IBTI,40.62833333,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:19:02,16.0,359.0,0.0,613027498071949311
450,9706592,247388800.0,IBTI,40.64166667,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:21:58,16.0,0.0,0.0,613027494435487743
697,9706592,247388800.0,IBTI,40.655,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:25:00,16.0,359.0,0.0,613027494439682047
362,9706592,247388800.0,IBTI,40.68166667,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:31:01,16.0,0.0,0.0,613027494469042175
646,9706592,247388800.0,IBTI,40.695,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:34:01,16.0,0.0,0.0,613027494473236479
329,9706592,247388800.0,IBTI,40.72166667,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:40:02,16.0,0.0,0.0,613027494001377279
328,9706592,247388800.0,IBTI,40.735,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:43:03,16.0,0.0,0.0,613027494003474431
377,9706592,247388800.0,IBTI,40.76166667,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:49:01,16.0,358.0,0.0,613027494756351999
378,9706592,247388800.0,IBTI,40.775,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:52:07,16.0,359.0,0.0,613027494760546303
647,9706592,247388800.0,IBTI,40.78833333,9.91,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:55:04,16.0,358.0,0.0,613027494729089023
327,9706592,247388800.0,IBTI,40.80166667,9.90833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 19:58:07,16.0,358.0,0.0,613027499651104767
698,9706592,247388800.0,IBTI,40.815,9.90833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:01:06,16.0,359.0,0.0,613027499659493375
699,9706592,247388800.0,IBTI,40.84166667,9.90833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:07:07,16.0,357.0,0.0,613027499684659199
363,9706592,247388800.0,IBTI,40.86833333,9.90666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:13:05,16.0,358.0,0.0,613027500215238655
649,9706592,247388800.0,IBTI,40.895,9.905,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:19:05,16.0,358.0,0.0,613027500242501631
364,9706592,247388800.0,IBTI,40.93333333,9.90333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:28:08,15.0,358.0,0.0,613027531984994303
700,9706592,247388800.0,IBTI,40.94666667,9.90333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:31:10,15.0,358.0,0.0,613027531978702847
442,9706592,247388800.0,IBTI,40.97166667,9.90166667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:37:13,15.0,357.0,0.0,613027531800444927
331,9706592,247388800.0,IBTI,40.985,9.9,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:40:13,16.0,357.0,0.0,613027531794153471
332,9706592,247388800.0,IBTI,40.99833333,9.9,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:43:11,15.0,357.0,0.0,613027531578146815
651,9706592,247388800.0,IBTI,41.02333333,9.89833333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:49:09,16.0,358.0,0.0,613027532263915519
367,9706592,247388800.0,IBTI,41.05,9.89666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 20:55:14,16.0,357.0,0.0,613027532303761407
365,9706592,247388800.0,IBTI,41.075,9.895,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:01:15,16.0,357.0,0.0,613027529734750207
451,9706592,247388800.0,IBTI,41.08833333,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:04:19,16.0,357.0,0.0,613027529686515711
402,9706592,247388800.0,IBTI,41.10166667,9.89333333,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:07:15,16.0,357.0,0.0,613027529690710015
650,9706592,247388800.0,IBTI,41.12666667,9.89,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:13:14,16.0,355.0,0.0,613027530273718271
701,9706592,247388800.0,IBTI,41.15333333,9.88666667,ROSA DEI VENTI,Cargo,S-AIS,2021-10-02 21:19:17,16.0,354.0,0.0,613027530238066687
