Country,Name,UNLocode,Latitude,Longitude,H3_hex_8,H3_int_index_8,H3_ring,H3_res,type
ITA,Fusina,ITFSA,45.422091,12.256319,881ea54ad1fffff,613028673701806079,-1,8,green
ITA,Genova,ITGOA,44.399822,8.924361,881f9b08a1fffff,613045560926011391,-1,8,green
ITA,Marghera,ITPMA,45.465793,12.233153,881ea54105fffff,613028671071977471,-1,8,green
ITA,Rinella,ITRIN,38.546404,14.828765,881e9bb86bfffff,613028015927984127,-1,8,green
ITA,Santa Panagia,ITSPA,37.114285,15.251981,883f350957fffff,613601501683646463,-1,8,green
ITA,Vado Ligure,ITVDL,44.264953,8.44403,881f9b4341fffff,613045576663039999,-1,8,green
ITA,Alicudi,ITALI,38.53389,14.361191,881e9b8b3dfffff,613028003800154111,-1,8,green
ITA,Amalfi,ITAMA,40.633136,14.599431,881e9d8707fffff,613028140108742655,-1,8,green
ITA,Ancona,ITAOI,43.616973,13.495666,881e859281fffff,613026493922017279,-1,8,green
ITA,Anzio,ITANZ,41.446203,12.632226,881e82b0a1fffff,613026295850205183,-1,8,green
ITA,Arbatax,ITATX,39.939487,9.701233,881e90ce65fffff,613027265913028607,-1,8,green
ITA,Barletta,ITBLT,41.330487,16.290937,881e88c18bfffff,613026712707399679,-1,8,green
ITA,Brindisi,ITBDS,40.641502,17.936303,881e8ba35bfffff,613026910762434559,-1,8,green
ITA,Calasetta,ITCLS,39.113442,8.371541000000002,883865ba9bfffff,613481702500597759,-1,8,green
ITA,Capraia,ITCPA,43.050506,9.836984,881eb0a6b3fffff,613029454280654847,-1,8,green
ITA,Capri,ITPRJ,40.556223,14.242025,881e9d993bfffff,613028144995106815,-1,8,green
ITA,Castellammare di Stabia,ITCAS,40.695559,14.477504,881e9d956bfffff,613028143971696639,-1,8,green
ITA,Cavo,ITCVX,42.859544,10.423381,881eb11a31fffff,613029485282852863,-1,8,green
ITA,Chioggia,ITCHI,45.224492,12.278226,881ea0b007fffff,613028357273026559,-1,8,green
ITA,Ciro Marina,ITMRM,39.37072,17.135114,883f2406d3fffff,613600332777259007,-1,8,green
ITA,Civitavecchia,ITCVV,42.097224,11.780849,881e86a83dfffff,613026568475770879,-1,8,green
ITA,Corigliano Calabro,ITCGC,39.663131,16.524804,883f249989fffff,613600372159676415,-1,8,green
ITA,Crotone,ITCRV,39.08615,17.130919,883f24769dfffff,613600362785406975,-1,8,green
ITA,Falconara Marittima,ITFAL,43.639201,13.385126,881e859241fffff,613026493854908415,-1,8,green
ITA,Favignana,ITFAV,37.931459,12.325533,88386d21d5fffff,613482211246604287,-1,8,green
ITA,Fiumicino,ITFCO,41.770962,12.229014,881e862e9bfffff,613026535825211391,-1,8,green
ITA,Follonica,ITFOL,42.917706,10.759547,881eb11587fffff,613029484030853119,-1,8,green
ITA,Forio,ITFRD,40.738829,13.85891,881e836225fffff,613026343501692927,-1,8,green
ITA,Formia,ITFOM,41.254758,13.6128,881e83114bfffff,613026321798266879,-1,8,green
ITA,Gaeta,ITGAE,41.216178,13.573274,881e83112dfffff,613026321766809599,-1,8,green
ITA,Gallipoli,ITGAL,40.056441,17.980105,881e8b2a27fffff,613026878227218431,-1,8,green
ITA,Gela,ITGEA,37.065778,14.230389,883f34390dfffff,613601445771476991,-1,8,green
ITA,Giannutri,ITGII,42.25429,11.104826,881e86d6d1fffff,613026580978991103,-1,8,green
ITA,Gioia Tauro,ITGIT,38.446597,15.902643,883f26c6b9fffff,613600521728557055,-1,8,green
ITA,Gorgona,ITGOR,43.430812,9.907464,881eb57087fffff,613029783336386559,-1,8,green
ITA,Grado,ITGRD,45.683412,13.377758,881ea520cdfffff,613028662423322623,-1,8,green
ITA,Imperia,ITIMP,43.885356,8.041238,881eb48a4bfffff,613029721533317119,-1,8,green
ITA,Isola del Giglio,ITIDG,42.36076,10.920368,881eb16c5bfffff,613029507338600447,-1,8,green
ITA,La Maddalena,ITMDA,41.21195297764209,9.406709073835344,881e948431fffff,613027520872185855,-1,8,green
ITA,La Spezia,ITSPE,44.101545,9.825776,881eb58461fffff,613029788665249791,-1,8,green
ITA,Levanzo,ITLEV,37.98627,12.340294,88386d20c9fffff,613482210965585919,-1,8,green
ITA,Manfredonia,ITMFR,41.623632,15.917186,881e8eb495fffff,613027121545084927,-1,8,green
ITA,Marettimo,ITMMO,37.967298,12.075074,88386d3805fffff,613482217202515967,-1,8,green
ITA,Marina di Carrara,ITMDC,44.034482,10.041039,881eb5bac7fffff,613029803267719167,-1,8,green
ITA,Molfetta,ITMOL,41.207805,16.590751,881e8819c1fffff,613026667666866175,-1,8,green
ITA,Monfalcone,ITMNF,45.790025,13.54675,881ea526c9fffff,613028664029741055,-1,8,green
ITA,Monopoli,ITMNP,40.95582,17.304885,881e882881fffff,613026671626289151,-1,8,green
ITA,Otranto,ITOTO,40.147354,18.494349,881ed65153fffff,613032042703093759,-1,8,green
ITA,Palau,ITPAU,41.180828,9.386026,881e9485e1fffff,613027521325170687,-1,8,green
ITA,Palermo,ITPMO,38.136521,13.370205,881e9a0511fffff,613027899064188927,-1,8,green
ITA,Pesaro,ITPES,43.920662,12.904572,881ea300e1fffff,613028516415406079,-1,8,green
ITA,Peschici,ITPCH,41.948706,16.00918,881e8c7049fffff,613026965772828671,-1,8,green
ITA,Pianosa,ITPIA,42.588525,10.100043,881eb151e5fffff,613029500235546623,-1,8,green
ITA,Ponza,ITPNZ,40.896276,12.964474,881e822509fffff,613026258378293247,-1,8,green
ITA,Porto Azzurro,ITPAZ,42.764324,10.397434,881eb1193bfffff,613029485024903167,-1,8,green
ITA,Porto Levante,ITPVT,45.049825,12.366708,881ea0a127fffff,613028353280049151,-1,8,green
ITA,Porto Lignano,ITPLI,45.699172,13.147459,881ea53ab1fffff,613028669373284351,-1,8,green
ITA,Porto Nogaro,ITPNG,45.806914,13.227918,881ea530adfffff,613028666684735487,-1,8,green
ITA,Porto Torres,ITPTO,40.840554,8.397398000000003,883949ac65fffff,613497366726574079,-1,8,green
ITA,Portoferraio,ITPFE,42.811991,10.324393,881eb1ccd3fffff,613029533234233343,-1,8,green
ITA,Portofino,ITPTF,44.302656,9.210702,881f9b74e1fffff,613045589984149503,-1,8,green
ITA,Positano,ITPOS,40.627225,14.486319,881e9d80e9fffff,613028138466672639,-1,8,green
ITA,Pozzallo,ITPZL,36.716755,14.831726,883f30843bfffff,613601191074463743,-1,8,green
ITA,Pozzuoli,ITPOZ,40.825168,14.117393,881e8374b7fffff,613026348486623231,-1,8,green
ITA,Procida,ITPRO,40.766914,14.029716,881e836769fffff,613026344915173375,-1,8,green
ITA,Ravenna,ITRAN,44.490192,12.285135,881ea06745fffff,613028337742249983,-1,8,green
ITA,Rimini,ITRMI,44.0762,12.573506,881ea3c6a1fffff,613028569498517503,-1,8,green
ITA,Rio Marina,ITRMA,42.815933,10.429671,881eb1181dfffff,613029484725010431,-1,8,green
ITA,Rodi Garganico,ITRGG,41.93211,15.889861,881e8c46b7fffff,613026954613882879,-1,8,green
ITA,Salerno,ITSAL,40.673783,14.76678,881e9d8691fffff,613028139985010687,-1,8,green
ITA,Santa Teresa Di Gallura,ITSTE,41.237969,9.194405,881e948237fffff,613027520341606399,-1,8,green
ITA,Savona,ITSVN,44.312998,8.494431000000002,881f9b4227fffff,613045576367341567,-1,8,green
ITA,Sorrento,ITRRO,40.630043,14.375556,881e9d830bfffff,613028139039195135,-1,8,green
ITA,Talamone,ITTAL,42.556044,11.13584,881eb129d7fffff,613029489483448319,-1,8,green
ITA,Taranto,ITTAR,40.475792,17.220596,881e8bc607fffff,613026920069595135,-1,8,green
ITA,Termini Imerese,ITTRI,37.986252,13.709162,881e9a2131fffff,613027906613936127,-1,8,green
ITA,Termoli,ITTMI,42.003285,15.002828,881e81215bfffff,613026188671057919,-1,8,green
ITA,Terracina,ITTRC,41.283909,13.25688,881e83c2e1fffff,613026369468628991,-1,8,green
ITA,Torre Annunziata,ITTOA,40.747252,14.446394,881e9d9097fffff,613028142675656703,-1,8,green
ITA,Trapani,ITTPS,38.014424,12.496554,88386d2419fffff,613482211854778367,-1,8,green
ITA,Tremiti,ITTMT,42.119097,15.502177,881e8ccd2bfffff,613026990705868799,-1,8,green
ITA,Trieste,ITTRS,45.647831,13.752976,881e124369fffff,613018569950625791,-1,8,green
ITA,Ustica,ITUST,38.708697,13.196089,881e9a9431fffff,613027937484013567,-1,8,green
ITA,Vasto,ITVSO,42.100047,14.722997,881e8105c3fffff,613026181263917055,-1,8,green
ITA,Venezia,ITVCE,45.440386,12.311471,881ea541b1fffff,613028671252332543,-1,8,green
ITA,Ventotene,ITVTT,40.80002,13.433854,881e8340a3fffff,613026334507007999,-1,8,green
ITA,Viareggio,ITVIA,43.859232,10.240464,881eb5ad49fffff,613029799645937663,-1,8,green
ITA,Vieste,ITVIE,41.887568,16.178606,881e8c750dfffff,613026967052091391,-1,8,green
ITA,Vulcano porto,ITVUL,38.415394,14.961727,881e9ba80bfffff,613028011532353535,-1,8,green
ITA,Alghero,ITAHO,40.565586,8.305476000000002,883949389dfffff,613497335646781439,-1,8,green
ITA,Augusta,ITAUG,37.236401,15.216821,883f3519c1fffff,613601506089762815,-1,8,green
ITA,Bari,ITBRI,41.132375,16.853099,881e880f17fffff,613026664804253695,-1,8,green
ITA,Cagliari,ITCAG,39.206808,9.113711,881e92d6cdfffff,613027405608517631,-1,8,green
ITA,Carloforte,ITCLF,39.145672,8.316666,883865b121fffff,613481699956752383,-1,8,green
ITA,Castellammare del Golfo,ITCTR,38.033684,12.884636,881e9a544dfffff,613027920333504511,-1,8,green
ITA,Catania,ITCTA,37.495771,15.096146,883f35c643fffff,613601552396976127,-1,8,green
ITA,Filicudi Porto,ITFPO,38.5583,14.565953,881e9b8f5bfffff,613028004905353215,-1,8,green
ITA,Giulianova,ITGUI,42.755174,13.97766,881e8574a1fffff,613026485902508031,-1,8,green
ITA,Golfo Aranci,ITGAI,40.996029,9.621632,881e94a841fffff,613027530552639487,-1,8,green
ITA,Lampedusa,ITLMP,35.498315,12.603861,88384d8f53fffff,613480041614934015,-1,8,green
ITA,Licata,ITLIC,37.091465,13.938116,883f3408c9fffff,613601432815271935,-1,8,green
ITA,Linosa,ITLIU,35.855636,12.86393,883f36416bfffff,613601585456480255,-1,8,green
ITA,Lipari,ITLIP,38.464708,14.957676,881e9baa39fffff,613028012117458943,-1,8,green
ITA,Livorno,ITLIV,43.549082,10.312678,881eb52acbfffff,613029764617207807,-1,8,green
ITA,Marsala,ITMRA,37.787424,12.436661,88386d2d9dfffff,613482214409109503,-1,8,green
ITA,Mazara Del Vallo,ITMAZ,37.647691,12.582915,8838698669fffff,613481963367432191,-1,8,green
ITA,Messina,ITMSN,38.19648,15.562839,883f26526bfffff,613600490508255231,-1,8,green
ITA,Ginostra,ITGOS,38.78535,15.18990278,881e99792dfffff,613027861512585215,-1,8,green
ITA,Tremestieri,ITZVK,38.1331,15.52479722,883f26533dfffff,613600490728456191,-1,8,green
ITA,Milazzo,ITMLZ,38.216068,15.249533,881e9b3531fffff,613027980702121983,-1,8,green
ITA,Napoli,ITNAP,40.832513,14.271965,881e832985fffff,613026328301535231,-1,8,green
ITA,Olbia,ITOLB,40.922855,9.524417,881e94064bfffff,613027487076581375,-1,8,green
ITA,Oristano,ITQOS,39.861881,8.552688,881e961139fffff,613027627449450495,-1,8,green
ITA,Ortona,ITOTN,42.351184,14.423717,881e818d2bfffff,613026217611755519,-1,8,green
ITA,Panarea,ITPAN,38.638091,15.078206,881e9bb555fffff,613028015099609087,-1,8,green
ITA,Pantelleria,ITPNL,36.837715,11.940263,8838695865fffff,613481951015206911,-1,8,green
ITA,Pescara,ITPSR,42.467165,14.231822,881e818a4bfffff,613026216840003583,-1,8,green
ITA,Porto Empedocle,ITPEM,37.280029,13.528026,883f34ce69fffff,613601485864828927,-1,8,green
ITA,Porto Santo Stefano,ITPSS,42.43898,11.124677,881e869147fffff,613026562312241151,-1,8,green
ITA,Siracusa,ITSIR,37.067644,15.29353,883f354683fffff,613601518104346623,-1,8,green
ITA,Vada,ITVDA,43.352498,10.444067,881eb190c7fffff,613029517115523071,-1,8,green
ITA,Piombino,ITPIO,42.931995,10.545864,881eb110a9fffff,613029482724327423,-1,8,green
ITA,Casamicciola Terme,ITCML,40.752582,13.911264,881e836041fffff,613026342994182143,-1,8,green
ITA,Santa Marina Salina,ITSLA,38.557185,14.873527,881e9bb807fffff,613028015823126527,-1,8,green
ITA,Giardini Naxos,ITGIA,37.825281,15.273537,883f359099fffff,613601537991639039,-1,8,green
ITA,Palmi,ITPMM,38.390157,15.861487,883f26c4a5fffff,613600521170714623,-1,8,green
ITA,Porto d'Ischia,ITPDI,40.744247,13.939346,881e8362a9fffff,613026343640104959,-1,8,green
ITA,Porto Foxi (Sarroch),ITPFX,39.081528,9.023207,881e92d555fffff,613027405214253055,-1,8,green
ITA,San Vito Lo Capo,ITSVC,38.180344,12.734055,881e9acf1dfffff,613027953300733951,-1,8,green
ITA,Sant'Antioco,ITSAT,39.063836555955,8.460753166422931,883865a025fffff,613481695397543935,-1,8,green
ITA,"Villa San Giovanni, Calabria",ITVSG,38.216667,15.633333,883f26521bfffff,613600490424369151,-1,8,green
ITA,Reggio Calabria,ITREG,38.124733,15.647891,883f2650e7fffff,613600490101407743,-1,8,green
ITA,Stromboli,ITSTR,38.806654,15.240043,881e997915fffff,613027861487419391,-1,8,green
ITA,Vibo Valentia Marina,ITVVA,38.724317,16.128606,883f26872bfffff,613600504668225535,-1,8,green
ITA,Portoscuso (Porto Vesme),ITPVE,39.193261,8.386692,883865b003fffff,613481699656859647,-1,8,green
AGO,Porto Amboim,AO888,-10.74898,13.735358,8883025a33fffff,614794287346876415,3,8,
ALB,Butrint,AL888,39.743711,20.018691,881ed284ddfffff,613031781660098559,3,8,
ALB,Durres,AL888,41.302746,19.453222,881ed4cee7fffff,613031938973761535,3,8,
ALB,Himare,AL888,40.100105,19.741506,881ed62e5bfffff,613032033316241407,3,8,
ALB,Sarande,AL888,39.873221,20.007659,881ed04865fffff,613031627989188607,3,8,
ALB,Vlore,AL888,40.449133,19.480607,881ed6aab5fffff,613032066696609791,3,8,
ALB,Orikum,AL888,40.340528,19.470898,881ed6322dfffff,613032034341748735,3,8,
ALB,Shengjin,AL888,41.813031,19.587897,881ed49337fffff,613031922951520255,3,8,
ALB,Romano Port,AL888,41.376879,19.40504,881ed4c0b9fffff,613031935167430655,3,8,
BEL,Liege,BELGG,50.635991,5.57408,881fa08d67fffff,613045940164493311,3,8,
BEL,Zelzate,BEZEL,51.209029,3.804519,88194d94b3fffff,612934685290397695,3,8,
BEL,Antwerpen,BEANR,51.258102,4.361278000000001,881fa4c447fffff,613046229772795903,3,8,
BEL,Gent (Ghent),BEGNE,51.048592,3.71979,88194db139fffff,612934692947099647,3,8,
BEL,Nieuwpoort,BENIE,51.143478,2.739283,88194d5513fffff,612934668211191807,3,8,
BEL,Oostende (Ostend),BEOST,51.22724,2.930125,88194dccd7fffff,612934700360531967,3,8,
BEL,Zeebrugge,BEZEE,51.340114,3.204469,88194dd4b3fffff,612934702470266879,3,8,
BEL,Brugge (Bruges),BEBGS,51.194033,3.227266,88194d1313fffff,612934650494451711,3,8,
BGR,Vidin,BGVID,43.984273,22.878879,881ee222a7fffff,613032854808428543,3,8,
DNK,Aalborg,DKAAL,57.054257,9.915135,881f246a81fffff,613037409581400063,3,8,
DNK,Arhus,DKAAR,56.152011,10.224774,881f22b809fffff,613037292954583039,3,8,
DNK,Agerso,DKAGO,55.210777,11.198243,881f040715fffff,613035183869788159,3,8,
DNK,Anholt,DKANH,56.715491,11.509873,881f2022a5fffff,613037115413889023,3,8,
DNK,arosund,DKARD,55.261948,9.711978,881f31a1c7fffff,613038317771948031,3,8,
DNK,Aeroskobing,DKARK,54.892107,10.411999,881f04589bfffff,613035205753569279,3,8,
DNK,aro,DKARO,55.260693,9.73065,881f31a18bfffff,613038317709033471,3,8,
DNK,Asko,DKASK,54.884591,11.482727,881f0466a7fffff,613035209524248575,3,8,
DNK,Assens,DKASN,55.270684,9.887856,881f31a523fffff,613038318673723391,3,8,
DNK,Asnaesvaerkets Havn,DKASV,55.664531,11.085885,881f234b63fffff,613037332508966911,3,8,
DNK,Augustenborg,DKAUB,54.942797,9.871543,881f3121cdfffff,613038283418501119,3,8,
DNK,Ballebro,DKBLB,54.999334,9.670785,881f313ac7fffff,613038290123096063,3,8,
DNK,Bojden,DKBOS,55.106462,10.096022,881f3134d1fffff,613038288522969087,3,8,
DNK,Branden Havn,DKBRH,56.800038,9.025405,881f268ca9fffff,613037556189102079,3,8,
DNK,Christianso Havn,DKCSO,55.319966,15.186179,881f2a214bfffff,613037802245849087,3,8,
DNK,Ebeltoft,DKEBT,56.196627,10.670237,881f22a739fffff,613037288441511935,3,8,
DNK,Endelave,DKEDL,55.76216,10.272097,881f22765dfffff,613037275325923327,3,8,
DNK,Egense,DKEGN,56.983116,10.305824,881f20d6c7fffff,613037163767922687,3,8,
DNK,Fakse Ladeplads Havn,DKFAK,55.21376,12.161508,881f055257fffff,613035272791130111,3,8,
DNK,Fejo,DKFEJ,54.935622,11.372419,881f04664dfffff,613035209429876735,3,8,
DNK,Feggesund,DKFGS,56.980272,8.917711000000002,881f2695a9fffff,613037558605021183,3,8,
DNK,Femo,DKFMO,54.944397,11.435722,881f042967fffff,613035193082576895,3,8,
DNK,Fur,DKFUH,56.8032,9.021415,881f268ca9fffff,613037556189102079,3,8,
DNK,Fynshav,DKFYH,54.993538,9.986601,881f312765fffff,613038284920061951,3,8,
DNK,Gudhjem,DKGDM,55.212421,14.971782,881f2a74cbfffff,613037824660209663,3,8,
DNK,Gedser,DKGED,54.572269,11.926959,881f0012b5fffff,613034912112443391,3,8,
DNK,Haderslev,DKHAD,55.248362,9.498734,881f31b9d3fffff,613038324226981887,3,8,
DNK,Hals,DKHAS,56.990891,10.307792,881f20d6c3fffff,613037163763728383,3,8,
DNK,Holbaek,DKHBK,55.723288,11.717487,881f237a37fffff,613037345079295999,3,8,
DNK,Hardeshoj,DKHDH,55.008519,9.692514,881f313addfffff,613038290146164735,3,8,
DNK,Hou Havn,DKHOH,57.056071,10.379138,881f209803fffff,613037146919403519,3,8,
DNK,Horsens,DKHOR,55.857425,9.868222,881f2218b3fffff,613037250183167999,3,8,
DNK,Hasle,DKHSL,55.187728,14.701252,881f2a70c7fffff,613037823582273535,3,8,
DNK,Hundested,DKHUN,55.964317,11.844503,881f230f47fffff,613037316373479423,3,8,
DNK,Hvide Sande,DKHVS,56.001478,8.124188,881f358e6bfffff,613038587453112319,3,8,
DNK,Kalundborg,DKKAL,55.675831,11.090678,881f234b47fffff,613037332479606783,3,8,
DNK,Kyndbyvaerkets Havn,DKKBY,55.812348,11.877412,881f2370edfffff,613037342585782271,3,8,
DNK,Koge,DKKOG,55.457925,12.202152,881f05d53dfffff,613035307928911871,3,8,
DNK,Kolding,DKKOL,55.491902,9.49957,881f224885fffff,613037263019835391,3,8,
DNK,Kragenaes,DKKRA,54.916167,11.360065,881f046661fffff,613035209450848255,3,8,
DNK,Korsor,DKKRR,55.332572,11.134082,881f041459fffff,613035187430752255,3,8,
DNK,Logstor,DKLGR,56.968316,9.246843,881f26b339fffff,613037566540644351,3,8,
DNK,Lindo Havn,DKLIN,55.470589,10.534653,881f049953fffff,613035223126376447,3,8,
DNK,Lemvig,DKLVG,56.550986,8.306029000000002,881f26cabbfffff,613037572850974719,3,8,
DNK,Middelfart,DKMID,55.505845,9.737141,881f224cadfffff,613037264135520255,3,8,
DNK,Mommark,DKMOM,54.932234,10.044586,881f312527fffff,613038284318179327,3,8,
DNK,Mariager,DKMRR,56.653418,9.981728,881f20c915fffff,613037160091615231,3,8,
DNK,Marstal,DKMRS,54.849819,10.524473,881f0441adfffff,613035199598428159,3,8,
DNK,Masnedsund,DKMNS,54.994189,11.898116,881f042cbdfffff,613035193978060799,3,8,
DNK,Nakskov,DKNAK,54.833385,11.119863,881f046151fffff,613035208091893759,3,8,
DNK,Nyborg,DKNBG,55.306118,10.789807,881f041357fffff,613035187160219647,3,8,
DNK,Nekso,DKNEX,55.063505,15.137579,881f2a64b1fffff,613037820337979391,3,8,
DNK,Norresundby,DKNRS,57.063155,9.897109,881f246ac3fffff,613037409650606079,3,8,
DNK,Naestved,DKNVD,55.225787,11.755645,881f043421fffff,613035195961966591,3,8,
DNK,Nykobing Falster,DKNYF,54.771125,11.860338,881f0080edfffff,613034941699063807,3,8,
DNK,Nykobing Mors,DKNYM,56.794086,8.865138,881f268d43fffff,613037556350582783,3,8,
DNK,Odense,DKODE,55.409201,10.380815,881f226db3fffff,613037273000181759,3,8,
DNK,Omo,DKOMO,55.171397,11.160024,881f04056bfffff,613035183423094783,3,8,
DNK,Oro,DKORO,55.755409,11.800285,881f237addfffff,613037345253359615,3,8,
DNK,Randers,DKRAN,56.461258,10.050548,881f20582bfffff,613037129781477375,3,8,
DNK,Rudkobing,DKRKB,54.939989,10.707918,881f044715fffff,613035201049657343,3,8,
DNK,Ronne,DKRNN,55.096607,14.691068,881f2a631dfffff,613037819914354687,3,8,
DNK,Rodby,DKROD,54.65286,11.350842,881f00d70dfffff,613034964818067455,3,8,
DNK,Rorvig,DKRRV,55.944358,11.767625,881f230aa3fffff,613037315127771135,3,8,
DNK,Skaro/Drejo,DKSDO,55.011381,10.472989,881f045081fffff,613035203578822655,3,8,
DNK,Sonderborg,DKSGD,54.898304,9.792438,881f312a13fffff,613038285639385087,3,8,
DNK,Skive,DKSKV,56.5662,9.0524,881f2600a5fffff,613037518603943935,3,8,
DNK,Saelvig Havn,DKSLV,55.864827,10.548729,881f222341fffff,613037253016420351,3,8,
DNK,Stryno,DKSNO,54.903502,10.629272,881f044083fffff,613035199285952511,3,8,
DNK,Soby Havn,DKSOB,54.942497,10.258657,881f045a0bfffff,613035206139445247,3,8,
DNK,Spodsbjerg Havn,DKSPB,54.933428,10.833284,881f0444c5fffff,613035200428900351,3,8,
DNK,Studstrupvaerkets Havn,DKSSV,56.247809,10.352798,881f22b1cbfffff,613037291278958591,3,8,
DNK,Stigsnaes,DKSTN,55.212658,11.24399,881f040447fffff,613035183116910591,3,8,
DNK,Sundsore,DKSUE,56.709483,9.174627,881f261485fffff,613037523939098623,3,8,
DNK,Svendborg,DKSVE,55.061047,10.617941,881f045449fffff,613035204593844223,3,8,
DNK,Thisted,DKTED,56.952726,8.696611000000003,881f2691b1fffff,613037557539667967,3,8,
DNK,Tuno,DKTNO,55.948604,10.454644,881f22333bfffff,613037257305096191,3,8,
DNK,Tars,DKTRS,54.875614,11.028976,881f047a9bfffff,613035214880374783,3,8,
DNK,Vejle,DKVEJ,55.704249,9.557478,881f22552bfffff,613037266415124479,3,8,
DNK,Veno Havn,DKVEN,56.550864,8.614836,881f26194dfffff,613037525222555647,3,8,
DNK,Vang Havn,DKVNG,55.248656,14.735915,881f2a72dbfffff,613037824140115967,3,8,
DNK,Esbjerg,DKEBJ,55.469927,8.423981,881f357527fffff,613038580670922751,3,8,
DNK,Hanstholm,DKHAN,57.123459,8.593022,88099379c3fffff,612658013446078463,3,8,
DNK,Agger Havn,DKAGH,56.775773,8.255559,881f26d2b9fffff,613037574996361215,3,8,
DNK,Hobro,DKHBO,56.63867,9.804949,881f2635d7fffff,613037532883451903,3,8,
DNK,Skagen,DKSKA,57.713956,10.592113,881f24a5dbfffff,613037425513463807,3,8,
DNK,Frederikshavn,DKFDH,57.435664,10.547653,881f242295fffff,613037390275018751,3,8,
DNK,Havneby,DKHNB,55.086954,8.569304000000002,881f31c047fffff,613038325959229439,3,8,
DNK,Havnso,DKHVN,55.754812,11.326049,881f2341cbfffff,613037329933664255,3,8,
DNK,Hirtshals,DKHIR,57.597558,9.960206,881f2416bdfffff,613037387095736319,3,8,
DNK,Kleppen,DKKLP,56.517051,8.614547,881f26565bfffff,613037541611798527,3,8,
DNK,Hvalpsund,DKHVA,56.701416,9.192671,881f2614bdfffff,613037523997818879,3,8,
DNK,Udbyhoj Nord,DKUDN,56.609955,10.305944,881f20572dfffff,613037129515139071,3,8,
DNK,Udbyhoj Syd,DKUDS,56.607174,10.301894,881f20572dfffff,613037129515139071,3,8,
DNK,Thyboron,DKTYB,56.701457,8.223419,881f26d19dfffff,613037574698565631,3,8,
EST,Heltermaa,EEHLT,58.866996,23.046957,88089e2d4dfffff,612641156649451519,3,8,
EST,Lehtma,EELHT,59.065794,22.702441,88089e34cbfffff,612641158660620287,3,8,
EST,Montu,EEMNT,57.948789,22.127122,88089365d3fffff,612640415908102143,3,8,
EST,Roomassaare,EERMS,58.213295,22.506064,88089e4933fffff,612641164138381311,3,8,
EST,Soru,EESRU,58.692828,22.522253,88089e0c21fffff,612641147744944127,3,8,
EST,Triigi,EETGI,58.591348,22.718699,88089e71d5fffff,612641175045668863,3,8,
ESP,Torrevieja,ESTOR,37.964574,-0.687325,883956681dfffff,613498241750663167,3,8,
ESP,Santa Pola,ESSPO,38.184419,-0.563218,88395675a9fffff,613498245387124735,3,8,
ESP,Cartagena,ESCAR,37.589035,-0.983378,883825a9d7fffff,613477299953598463,3,8,
ESP,Barcelona,ESBCN,41.357851,2.18528,88394461dbfffff,613497003120263167,3,8,
ESP,Agaete,ESAGA,28.099,-15.712,88344c84d9fffff,613409601338998783,3,8,
ESP,Alcanar,ESACA,40.552,0.532,88397331d5fffff,613500220044476415,3,8,
ESP,Arguineguin,ESARI,27.757,-15.685,88344cae2bfffff,613409612430835711,3,8,
ESP,Barbate,ESBBE,36.183,-5.931,88391a91e1fffff,613494129793433599,3,8,
ESP,Carboneras,ESCRS,36.99,-1.898,8838209751fffff,613476951383867391,3,8,
ESP,Cee,ESCEE,42.951,-9.187,88392472d1fffff,613494808649924607,3,8,
ESP,Corralejo,ESQFU,28.741,-13.864,883469195bfffff,613411565349109759,3,8,
ESP,Escombreras,ESESC,37.567,-0.963,883825326dfffff,613477267898630143,3,8,
ESP,Gran Tarajal,ESGTL,28.207,-14.025,8834696ad9fffff,613411587224502271,3,8,
ESP,Huelva,ESHUV,37.257,-6.961,8839112a89fffff,613493483577016319,3,8,
ESP,La Linea de la Concepcion,ESLLI,36.158,-5.358,88391aa24dfffff,613494134201647103,3,8,
ESP,Los Cristianos,ESLCR,28.049,-16.719,88344124bbfffff,613408819623493631,3,8,
ESP,Melilla,ESMLN,35.29,-2.933,8838353661fffff,613478368471416831,3,8,
ESP,Morro Jable,ESCUT,28.05,-14.362,885536db43fffff,613988654846574591,3,8,
ESP,Motril,ESMOT,36.72,-3.522,8839196623fffff,613494049332002815,3,8,
ESP,Playa Blanca,ESQLY,28.859426,-13.832398,883469c5c5fffff,613411611631157247,3,8,
ESP,Puerto del Rosario,ESFUE,28.495,-13.858,8834697249fffff,613411589220990975,3,8,
ESP,Sagunto,ESSAG,39.643,-0.213,88395414a3fffff,613498081903640575,3,8,
ESP,Salinetas,ESSAT,27.975,-15.377,88346b791dfffff,613411728492855295,3,8,
ESP,San Sebastian de la Gomera,ESSSG,28.088,-17.108,88344e926dfffff,613409742422802431,3,8,
ESP,Santa Cruz de La Palma,ESSPC,28.675,-17.769,8834415813fffff,613408833405976575,3,8,
ESP,Sevilla,ESSVQ,37.353,-5.995,88391c71dbfffff,613494258636161023,3,8,
ESP,Alcudia,ESALD,39.836857,3.135816,8839435a19fffff,613496932318314495,3,8,
ESP,Algeciras,ESALG,36.147358,-5.428159,88391ab1e9fffff,613494138391756799,3,8,
ESP,Alicante,ESALC,38.321083,-0.494282,88395639a1fffff,613498229272608767,3,8,
ESP,Almeria,ESLEI,36.825846,-2.464513,8838246169fffff,613477211791425535,3,8,
ESP,Cabezuela,ESCBZ,36.51838,-6.249882,88391e3b53fffff,613494381436993535,3,8,
